com,nplanets,md,ms,metal,taugas,ngi,npt,Mtp,Mjup,Mrock
1.2591926912696048,11.0,0.056,0.8801136016845703,0.328145831823349,1644710.625,3.0,8.0,0.03250214615317781,9.2839305383083,7870.152402266138
2.206417739621201,8.0,0.11,1.0752691030502322,-0.1501600593328476,1014449.0625,1.0,7.0,0.011627525445393812,1.5222591233484768,3387.4208260743267
2.3748314902327405,13.0,0.12,0.8615948557853699,0.021272709593176842,1790533.125,1.0,12.0,0.0034395261528343078,0.2771063881390367,1057.0859764445274
7.121773413707736,11.0,0.15,1.0766584873199463,-0.282408207654953,6017040.5,0.0,11.0,3.156092333806161e-05,0.0,10.50808318171426
14.356889003974205,6.0,0.17,1.2064448595047,-0.17403939366340634,3956707.5,0.0,6.0,1.0442399214247562e-05,0.0,3.476755048786869
9.272451317594324,10.0,0.11,0.9860028028488159,0.3886128067970276,2435405.5,0.0,10.0,4.934069548195859e-05,0.0,16.427787197936183
4.985124621401652,23.0,0.17,1.2587469816207886,-0.35245949029922485,1107031.75,1.0,22.0,0.0024239593482377865,0.11037958834789421,771.9585444123616
4.103571800476659,15.0,0.062,0.7397308349609375,0.12186644971370696,9050091.0,0.0,15.0,5.2785484714360335e-05,0.0,17.574715993707414
3.1595185460467867,7.0,0.015,0.993555784225464,-0.2357337325811386,2729899.5,0.0,7.0,1.9677303977221382e-06,0.0,0.6551479649999951
3.9547061091952314,10.0,0.069,0.7484395503997802,-0.11295174807310104,7350033.0,0.0,10.0,2.88943759456593e-05,0.0,9.620266893603482
3.7589141827526404,20.0,0.037000000000000005,1.0586106777191162,0.13673268258571625,1188361.5,0.0,20.0,1.8671923331988075e-05,0.0,6.216742185692102
6.882841895724902,8.0,0.13,0.8187181949615479,-0.006988266482949257,3987886.0,0.0,8.0,3.459748462488823e-05,0.0,11.519094115918035
5.0992481134641885,10.0,0.11,0.7538620829582214,-0.09992839395999907,1472218.25,1.0,9.0,0.0018925286018683847,0.19821372613952684,567.0988450899041
10.922762677473647,9.0,0.15,0.9680908322334286,0.1544717252254486,3372165.0,0.0,9.0,3.734743944684781e-05,0.0,12.43468057407019
4.331511005936696,15.0,0.061,1.0911380052566526,-0.021362880244851112,3324268.75,0.0,15.0,6.070758130496393e-05,0.0,20.21234636516252
3.28378537310796,12.0,0.024,0.9784002304077148,-0.0422348752617836,1282901.75,0.0,12.0,5.952813755270909e-06,0.0,1.981965528562428
3.764979309549416,14.0,0.096,0.9935493469238282,-0.03150779381394386,1439538.875,3.0,11.0,0.0026598341067593473,0.5969514942977958,695.8137422571481
10.06253796749944,11.0,0.15,0.9153018593788148,0.034827884286642075,3509155.75,0.0,11.0,3.1714301838184995e-05,0.0,10.559149939816342
5.259030930700608,8.0,0.09300000000000001,0.7833480834960939,-0.03911263495683672,2520550.75,0.0,8.0,2.262246826150811e-05,0.0,7.532060317796079
11.464240179736631,10.0,0.1,1.1377465724945068,0.32353711128234863,4464832.0,0.0,10.0,3.341749602811304e-05,0.0,11.126221632576126
5.068735563542057,31.0,0.053,1.366019368171692,-0.08728766441345216,2494020.5,0.0,31.0,2.2132970270863374e-05,0.0,7.369083919802876
3.971122437630989,14.0,0.039,0.9899552464485168,-0.12510091066360474,4206453.5,0.0,14.0,2.5194248719750887e-05,0.0,8.388324334246178
5.3671222146422615,20.0,0.03,1.2967917919158936,0.0021624015644192696,5853356.5,0.0,20.0,1.475866866219329e-05,0.0,4.913839696402607
3.0126649250453887,15.0,0.083,1.0371115207672121,0.03931472823023796,2374519.75,0.0,15.0,0.00011532494370084633,0.0,38.39697870542198
7.581706373328442,9.0,0.08899999999999998,0.9414607286453244,0.264231950044632,3180775.75,0.0,9.0,5.210575424030058e-05,0.0,17.34840245129112
5.471206611181054,10.0,0.044,0.9474843740463256,0.2306554615497589,4860345.0,0.0,10.0,3.072565724360878e-05,0.0,10.22998467663057
4.382411387096877,13.0,0.033,1.0146843194961546,-0.09399397671222688,3587078.25,0.0,13.0,1.0413858916301556e-05,0.0,3.4672526707469378
8.24934222504817,7.0,0.11,1.3558231592178345,-0.04213515669107437,4216293.5,0.0,7.0,1.7341559633308975e-05,0.0,5.77380291367169
6.277622018161639,13.0,0.06,1.0207538604736326,0.2909475564956665,7861423.0,0.0,13.0,5.334304212452554e-05,0.0,17.76035250319228
3.8450826330755743,16.0,0.083,0.9023563861846924,-0.30837008357048035,4340673.0,0.0,16.0,4.439419913312884e-05,0.0,14.780871024578714
4.462174801197657,19.0,0.047,1.262494683265686,-0.17170435190200806,1553983.5,0.0,19.0,6.959030297530115e-06,0.0,2.3169813014414617
6.766059908619027,9.0,0.13,0.9276817440986632,-0.14705291390419006,3146256.5,0.0,9.0,3.451150511088416e-05,0.0,11.490467580648437
7.011157197020968,12.0,0.14,0.8308178186416627,-0.04357607662677765,8286727.0,0.0,12.0,4.2532233663080494e-05,0.0,14.160937069187998
0.3692068765456619,12.0,0.07499999999999997,1.3940466642379759,0.12445628643035887,6763758.5,1.0,11.0,0.002917521705222456,0.2546385330337826,890.4290831947462
5.083805249911396,12.0,0.095,1.3717401027679443,0.007457501720637083,2610816.25,2.0,10.0,0.002355963730361358,0.4112525689910996,653.6739168074106
4.7670038651416675,10.0,0.07299999999999998,1.218989014625549,-0.11585485935211184,8029113.5,0.0,10.0,3.2342919422805654e-05,0.0,10.768445650145452
0.8415009643331728,13.0,0.095,1.0623388290405271,0.19387945532798767,2539950.25,3.0,10.0,0.02517323383719187,6.084265910281329,6447.175010121296
