sys_name,ms,dms,metal,dmetal,Mtp,dMtp,M_r,dM_r,M_gi,dM_gi,com,dcom,N_r,N_gi,n_planets
Kepler-86,0.94,0.02,-0.078,0.027999999999999997,0.34235,0.10099999999999999,0.0,0.0,0.34235,0.10099999999999999,0.8240000000000001,0.5051924930626551,0,1,1
WASP-93,1.3,0.11,0.07,0.17,1.47,0.028999999999999998,0.0,0.0,1.47,0.028999999999999998,0.04211,0.002011482993197279,0,1,1
WASP-94 A,1.29,0.1,0.26,0.15,0.452,0.032,0.0,0.0,0.452,0.032,0.055,0.008787610619469028,0,1,1
Kepler-8,1.21,0.06,-0.055,0.03,0.59,0.12,0.0,0.0,0.59,0.12,0.0474,0.021381355932203392,0,1,1
Kepler-78,0.84,0.32,-0.14,0.08,0.00619,0.00168,1.965325,0.5334,0.0,0.0,0.01,0.016428109854604203,1,0,1
Kepler-492,0.94,0.05,0.07,0.149,39.9,1.0,0.0,0.0,39.9,1.0,0.0987,0.0062473684210526325,0,1,1
Kepler-77,0.95,0.04,0.2,0.05,0.43,0.032,0.0,0.0,0.43,0.032,0.04501,0.007329162790697675,0,1,1
Kepler-76,1.2,0.2,-0.1,0.2,2.01,0.35,0.0,0.0,2.01,0.35,0.0274,0.011442288557213931,0,1,1
Kepler-75,0.91,0.04,0.3,0.12,10.1,0.4,0.0,0.0,10.1,0.4,0.0818,0.007679207920792079,0,1,1
Kepler-74,1.18,0.04,0.42,0.11,0.63,0.12,0.0,0.0,0.63,0.12,0.0781,0.03045238095238095,0,1,1
Kepler-7,1.36,0.03,0.11,0.03,0.441,0.042,0.0,0.0,0.441,0.042,0.06067,0.012146190476190479,0,1,1
WASP-96,1.06,0.09,0.14,0.19,0.48,0.03,0.0,0.0,0.48,0.03,0.0453,0.006962499999999999,0,1,1
WASP-97,1.12,0.06,0.23,0.11,1.32,0.05,0.0,0.0,1.32,0.05,0.033030000000000004,0.0030622727272727277,0,1,1
Kepler-6,1.21,0.04,0.34,0.04,0.6679999999999999,0.035,0.0,0.0,0.6679999999999999,0.035,0.04852000000000001,0.006414431137724554,0,1,1
WASP-98,0.69,0.06,-0.6,0.19,0.83,0.07,0.0,0.0,0.83,0.07,0.036000000000000004,0.007072289156626507,0,1,1
WASP-99,1.48,0.1,0.21,0.15,2.78,0.13,0.0,0.0,2.78,0.13,0.0717,0.008305755395683456,0,1,1
Kepler-538,0.89,0.04,-0.03,0.08,0.03335,0.00755,0.0,0.0,0.03335,0.00755,0.4669,0.2204,0,1,1
WTS-1,1.2,0.1,-0.25,0.25,4.01,0.35,0.0,0.0,4.01,0.35,0.047,0.009204488778054864,0,1,1
Kepler-5,1.37,0.06,0.04,0.06,2.1109999999999998,0.086,0.0,0.0,2.1109999999999998,0.086,0.0538,0.0064835149218379915,0,1,1
TOI-1899,0.627,0.027999999999999997,0.31,0.12,0.66,0.07,0.0,0.0,0.66,0.07,0.1587,0.04116363636363636,0,1,1
WASP-69,0.826,0.028999999999999998,0.14400000000000002,0.077,0.26,0.017,0.0,0.0,0.26,0.017,0.04525,0.006447307692307693,0,1,1
WASP-50,0.861,0.057,-0.12,0.08,1.4369999999999998,0.068,0.0,0.0,1.4369999999999998,0.068,0.029130000000000003,0.0033969102296450946,0,1,1
WASP-182,1.0759999999999998,0.064,0.27,0.1,0.14800000000000002,0.011000000000000001,0.0,0.0,0.14800000000000002,0.011000000000000001,0.0451,0.007604054054054054,0,1,1
WASP-180 A,1.3,0.1,0.1,0.2,0.8,0.1,0.0,0.0,0.8,0.1,0.048,0.013000000000000003,0,1,1
WASP-178,1.93,0.16,-0.06,0.34,1.41,0.51,0.0,0.0,1.41,0.51,0.0558,0.04136595744680851,0,1,1
WASP-177,0.8759999999999999,0.038,0.25,0.04,0.508,0.038,0.0,0.0,0.508,0.038,0.03957,0.006499921259842519,0,1,1
WASP-176,1.27,0.025,0.215,0.07,0.855,0.07,0.0,0.0,0.855,0.07,0.0535,0.010660233918128656,0,1,1
WASP-175,1.212,0.045,0.15,0.07,0.99,0.13,0.0,0.0,0.99,0.13,0.044000000000000004,0.012105555555555559,0,1,1
WASP-174,1.28,0.07,0.12,0.08,0.33,0.091,0.0,0.0,0.33,0.091,0.055029999999999996,0.030909878787878785,0,1,1
WASP-172,1.49,0.07,-0.1,0.08,0.47,0.1,0.0,0.0,0.47,0.1,0.0694,0.030531914893617028,0,1,1
WASP-171,1.171,0.057999999999999996,0.04,0.07,1.084,0.094,0.0,0.0,1.084,0.094,0.0504,0.009570959409594095,0,1,1
WASP-170,0.93,0.15,0.22,0.09,1.6,0.2,0.0,0.0,1.6,0.2,0.0337,0.010225000000000001,0,1,1
WASP-17,1.2,-0.13,-0.19,0.09,0.486,0.032,0.0,0.0,0.486,0.032,0.0515,0.007121893004115226,0,1,1
WASP-169,1.337,0.083,0.06,0.07,0.561,0.06,0.0,0.0,0.561,0.06,0.0681,0.015966844919786092,0,1,1
WASP-167,1.518,0.087,-0.04,0.09,8.0,7.999,0.0,0.0,8.0,7.999,0.0365,0.07359087499999999,0,1,1
WASP-166,1.19,0.06,0.19,0.05,0.102,0.004,0.0,0.0,0.102,0.004,0.0642,0.005135294117647059,0,1,1
WASP-165,1.248,0.07,0.33,0.13,0.6579999999999999,0.092,0.0,0.0,0.6579999999999999,0.092,0.04823000000000001,0.014406808510638303,0,1,1
WASP-164,0.946,0.071,-0.01,0.2,2.13,0.13,0.0,0.0,2.13,0.13,0.02818,0.00415981220657277,0,1,1
WASP-163,0.97,0.15,-0.34,0.21,1.87,0.21,0.0,0.0,1.87,0.21,0.0266,0.007374331550802137,0,1,1
WASP-162,0.95,0.04,0.28,0.13,5.2,0.2,0.0,0.0,5.2,0.2,0.0871,0.008,0,1,1
WASP-161,1.39,0.14,0.16,0.09,2.49,0.21,0.0,0.0,2.49,0.21,0.0673,0.013651807228915661,0,1,1
WASP-160 B,0.89,0.07,0.389,0.08,0.281,0.044000000000000004,0.0,0.0,0.281,0.044000000000000004,0.0455,0.015449110320284697,0,1,1
WASP-16,1.022,0.10099999999999999,0.01,0.1,0.855,0.059000000000000004,0.0,0.0,0.855,0.059000000000000004,0.0421,0.007610292397660819,0,1,1
WASP-159,1.41,0.12,0.22,0.12,0.55,0.08,0.0,0.0,0.55,0.08,0.0538,0.01715090909090909,0,1,1
WASP-158,1.38,0.14,0.24,0.1,2.79,0.23,0.0,0.0,2.79,0.23,0.0517,0.010324014336917563,0,1,1
WASP-157,1.06,0.04,0.25,0.06,0.5760000000000001,0.094,0.0,0.0,0.5760000000000001,0.094,0.0499,0.016886805555555554,0,1,1
WASP-156,0.8420000000000001,0.052000000000000005,0.24,0.12,0.128,0.009000000000000001,0.0,0.0,0.128,0.009000000000000001,0.0453,0.0072703125,0,1,1
WASP-153,1.3359999999999999,0.086,0.34,0.11,0.39,0.02,0.0,0.0,0.39,0.02,0.048,0.005923076923076922,0,1,1
WASP-151,1.077,0.081,0.1,0.1,0.31,0.03,0.0,0.0,0.31,0.03,0.055,0.011645161290322581,0,1,1
WASP-150,1.3459999999999999,0.03,0.2,0.08,8.46,0.2,0.0,0.0,8.46,0.2,0.0694,0.004081323877068558,0,1,1
WASP-15,1.18,0.12,-0.17,0.11,0.542,0.05,0.0,0.0,0.542,0.05,0.0499,0.011006642066420665,0,1,1
WASP-148,1.0,0.08,0.11,0.08,0.29,0.025,0.0,0.0,0.29,0.025,0.0845,0.016768965517241382,0,1,1
WASP-181,1.04,0.04,0.09,0.04,0.299,0.034,0.0,0.0,0.299,0.034,0.054270000000000006,0.013032341137123747,0,1,1
WASP-183,0.784,0.038,-0.31,0.04,0.502,0.047,0.0,0.0,0.502,0.047,0.04632,0.009423466135458167,0,1,1
TOI-251,1.036,0.009000000000000001,-0.106,0.07,1.0,1.0,0.0,0.0,1.0,1.0,0.05741,0.11499,0,1,1
WASP-55,1.11,0.35,-0.2,0.07,0.61,0.13,0.0,0.0,0.61,0.13,0.0533,0.02341803278688525,0,1,1
WASP-5,1.0,0.06,0.09,0.09,1.6369999999999998,0.08199999999999999,0.0,0.0,1.6369999999999998,0.08199999999999999,0.027290000000000002,0.0032940012217470985,0,1,1
WASP-48,1.19,0.05,-0.12,0.12,0.98,0.09,0.0,0.0,0.98,0.09,0.03444,0.006755714285714285,0,1,1
WASP-53,0.8390000000000001,0.054000000000000006,0.22,0.11,2.1319999999999997,0.094,0.0,0.0,2.1319999999999997,0.094,0.041010000000000005,0.00452626641651032,0,1,1
WASP-46,0.956,0.034,-0.37,0.13,2.101,0.073,0.0,0.0,2.101,0.073,0.024480000000000002,0.001981132793907663,0,1,1
WASP-45,0.909,0.06,0.36,0.12,1.0070000000000001,0.053,0.0,0.0,1.0070000000000001,0.053,0.04054,0.0051673684210526314,0,1,1
WASP-44,0.951,0.034,0.06,0.1,0.889,0.062,0.0,0.0,0.889,0.062,0.034730000000000004,0.005254229471316087,0,1,1
WASP-43,0.7170000000000001,0.025,-0.01,0.012,2.052,0.053,0.0,0.0,2.052,0.053,0.01526,0.0009682846003898634,0,1,1
WASP-41,0.95,0.09,-0.08,0.09,0.94,0.05,0.0,0.0,0.94,0.05,0.04,0.00525531914893617,0,1,1
WASP-4,0.93,0.05,-0.03,0.09,1.1974,0.0068,0.0,0.0,1.1974,0.0068,0.023119999999999998,0.0005925956238516786,0,1,1
WASP-39,0.93,0.03,-0.12,0.1,0.28,0.03,0.0,0.0,0.28,0.03,0.0486,0.010914285714285711,0,1,1
WASP-38,1.216,0.040999999999999995,-0.12,0.07,2.7119999999999997,0.065,0.0,0.0,2.7119999999999997,0.065,0.07551000000000001,0.0044695796460177,0,1,1
WASP-37,0.8490000000000001,0.04,-0.4,0.12,1.8,0.17,0.0,0.0,1.8,0.17,0.043390000000000005,0.00971588888888889,0,1,1
WASP-36,1.02,0.032,-0.31,0.12,2.279,0.068,0.0,0.0,2.279,0.068,0.02624,0.00183587977182975,0,1,1
WASP-34,1.01,0.07,-0.02,0.1,0.59,0.01,0.0,0.0,0.59,0.01,0.0524,0.002176271186440678,0,1,1
WASP-33,1.495,0.031,0.1,0.2,2.8,0.53,0.0,0.0,2.8,0.53,0.025580000000000006,0.009913857142857146,0,1,1
WASP-32,1.1,0.03,-0.13,0.1,3.6,0.07,0.0,0.0,3.6,0.07,0.0394,0.0018322222222222218,0,1,1
WASP-31,1.16,0.026000000000000002,-0.19,0.09,0.478,0.03,0.0,0.0,0.478,0.03,0.04657,0.006185606694560669,0,1,1
WASP-29,0.825,0.033,0.11,0.14,0.24289714627300002,0.020105087625459997,0.0,0.0,0.24289714627300002,0.020105087625459997,0.0457,0.008165362694305595,0,1,1
WASP-28,1.021,0.05,-0.29,0.1,0.907,0.043,0.0,0.0,0.907,0.043,0.04469,0.00499742006615215,0,1,1
WASP-26,1.12,0.03,-0.02,0.09,1.028,0.021,0.0,0.0,1.028,0.021,0.03985,0.001958112840466926,0,1,1
WASP-25,1.0,0.03,-0.05,0.1,0.58,0.04,0.0,0.0,0.58,0.04,0.0474,0.006937931034482758,0,1,1
WASP-24,1.129,0.025,0.07,0.1,1.071,0.038,0.0,0.0,1.071,0.038,0.03651,0.0028708123249299717,0,1,1
WASP-22,1.1,0.3,-0.05,0.08,0.617,0.0172,0.0,0.0,0.617,0.0172,0.04698,0.0029893063209076175,0,1,1
WASP-21,1.01,0.025,-0.4,0.1,0.3,0.01,0.0,0.0,0.3,0.01,0.052000000000000005,0.003906666666666667,0,1,1
WASP-20 A,1.202,0.04,-0.009000000000000001,0.061,0.313,0.018000000000000002,0.0,0.0,0.313,0.018000000000000002,0.06003,0.007574408945686902,0,1,1
WASP-2 A,0.84,0.11,-0.08,0.08,0.847,0.045,0.0,0.0,0.847,0.045,0.03138,0.014334356552538374,0,1,1
WASP-190,1.35,0.05,-0.02,0.05,1.0,0.1,0.0,0.0,1.0,0.1,0.0663,0.014060000000000001,0,1,1
WASP-19,0.904,0.045,0.02,0.09,1.114,0.04,0.0,0.0,1.114,0.04,0.01616,0.0014205026929982045,0,1,1
WASP-184,1.23,0.07,0.12,0.08,0.57,0.1,0.0,0.0,0.57,0.1,0.0627,0.023200000000000005,0,1,1
WASP-147,1.044,0.073,0.092,0.071,0.275,0.027000000000000003,0.0,0.0,0.275,0.027000000000000003,0.0549,0.012080363636363636,0,1,1
WASP-146,1.057,0.085,-0.01,0.16,1.11,0.15,0.0,0.0,1.11,0.15,0.0451,0.014589189189189186,0,1,1
WASP-145 A,0.76,0.04,-0.04,0.1,0.89,0.04,0.0,0.0,0.89,0.04,0.0261,0.002846067415730337,0,1,1
WASP-143,1.087,0.045,0.23,0.1,0.725,0.084,0.0,0.0,0.725,0.084,0.049,0.01275448275862069,0,1,1
Kepler-37,0.87,0.15,-0.32,0.07,0.01,0.01,3.1750000000000003,3.1750000000000003,0.0,0.0,0.1003,0.20170000000000002,1,0,1
WASP-103,1.22,0.0039,0.06,0.13,1.49,0.08800000000000001,0.0,0.0,1.49,0.08800000000000001,0.01985,0.002554697986577181,0,1,1
WASP-102,1.167,0.035,0.09,0.19,0.624,0.045,0.0,0.0,0.624,0.045,0.0401,0.006183653846153845,0,1,1
WASP-101,1.34,0.07,0.2,0.12,0.5,0.004,0.0,0.0,0.5,0.004,0.0506,0.0017096000000000001,0,1,1
WASP-100,1.57,0.1,-0.03,0.1,2.03,0.12,0.0,0.0,2.03,0.12,0.0457,0.006402955665024631,0,1,1
WASP-10,0.71,0.071,0.03,0.2,3.16,0.23,0.0,0.0,3.16,0.23,0.0371,0.006700632911392405,0,1,1
TrES-5,0.893,0.024,0.2,0.08,1.778,0.063,0.0,0.0,1.778,0.063,0.02446,0.0018402858267716534,0,1,1
TrES-4,1.3880000000000001,0.042,0.14,0.09,0.917,0.07,0.0,0.0,0.917,0.07,0.050839999999999996,0.008261832061068702,0,1,1
TrES-3,0.924,0.04,-0.19,0.08,1.91,0.07,0.0,0.0,1.91,0.07,0.0226,0.002956544502617801,0,1,1
TrES-2 A,0.98,0.062,-0.15,0.1,1.253,0.052000000000000005,0.0,0.0,1.253,0.052000000000000005,0.03555,0.0037006783719074226,0,1,1
TrES-1,0.88,0.07,0.001,0.004,0.7609999999999999,0.05,0.0,0.0,0.7609999999999999,0.05,0.0393,0.0058642575558475706,0,1,1
WASP-58,0.94,0.1,-0.45,0.09,0.89,0.07,0.0,0.0,0.89,0.07,0.0561,0.010824719101123597,0,1,1
TOI-954,1.2009999999999998,0.066,0.215,0.051,0.174,0.017,0.0,0.0,0.174,0.017,0.04963000000000001,0.010597816091954027,0,1,1
TOI-905,0.85,0.1,0.2,0.1,0.667,0.042,0.0,0.0,0.667,0.042,0.04666,0.006876221889055472,0,1,1
TOI-849,0.929,0.023,0.19,0.03,0.12830999999999998,0.00771,0.0,0.0,0.12830999999999998,0.00771,0.01598,0.002050439560439561,0,1,1
TOI-824,0.69,0.006999999999999999,-0.15,0.02,0.058103999999999996,0.00592,0.0,0.0,0.058103999999999996,0.00592,0.021769999999999998,0.004756128321630181,0,1,1
WASP-6,0.888,0.08,-0.2,0.09,0.503,0.038,0.0,0.0,0.503,0.038,0.0421,0.007661033797216698,0,1,1
WASP-61,1.22,0.07,-0.1,0.12,2.06,0.17,0.0,0.0,2.06,0.17,0.0514,0.00938349514563107,0,1,1
WASP-62,1.25,0.05,0.04,0.06,0.57,0.04,0.0,0.0,0.57,0.04,0.05670000000000001,0.008657894736842107,0,1,1
TOI-640,1.536,0.076,0.174,0.08,0.88,0.16,0.0,0.0,0.88,0.16,0.06608,0.02502909090909091,0,1,1
TOI-628,1.311,0.075,0.26,0.08,6.33,0.3,0.0,0.0,6.33,0.3,0.0486,0.0055466350710900465,0,1,1
TOI-564,1.1,0.1,0.15,0.08,1.463,0.096,0.0,0.0,1.463,0.096,0.02734,0.004118024606971976,0,1,1
WASP-63,1.32,0.05,0.08,0.07,0.38,0.03,0.0,0.0,0.38,0.03,0.05740000000000001,0.009763157894736843,0,1,1
WASP-65,0.93,0.16,-0.07,0.07,1.55,0.16,0.0,0.0,1.55,0.16,0.0334,0.008595483870967742,0,1,1
TOI-559,1.026,0.057,-0.069,0.07,6.01,0.24,0.0,0.0,6.01,0.24,0.0723,0.007074376039933445,0,1,1
TOI-558,1.349,0.065,-0.004,0.006,3.61,0.15,0.0,0.0,3.61,0.15,0.1291,0.012728531855955677,0,1,1
WASP-66,1.3,0.07,-0.31,0.1,2.32,0.13,0.0,0.0,2.32,0.13,0.05460000000000001,0.007018965517241382,0,1,1
WASP-67,0.87,0.04,-0.07,0.09,0.42,0.04,0.0,0.0,0.42,0.04,0.0517,0.010647619047619048,0,1,1
TOI-257,1.389,0.009000000000000001,0.19,0.1,0.134,0.023,0.0,0.0,0.134,0.023,0.1523,0.0539820895522388,0,1,1
WASP-105,0.89,0.09,0.28,0.16,1.8,0.1,0.0,0.0,1.8,0.1,0.075,0.03833333333333334,0,1,1
WASP-106,1.27,0.15,-0.09,0.09,1.925,0.076,0.0,0.0,1.925,0.076,0.0917,0.008640727272727272,0,1,1
WASP-107,0.69,0.05,0.02,0.1,0.12,0.01,0.0,0.0,0.12,0.01,0.055,0.010166666666666668,0,1,1
WASP-124,1.07,0.05,-0.02,0.11,0.6,0.07,0.0,0.0,0.6,0.07,0.0499,0.012343333333333335,0,1,1
WASP-142,1.33,0.08,0.26,0.12,0.84,0.09,0.0,0.0,0.84,0.09,0.0347,0.008135714285714286,0,1,1
WASP-141,1.25,0.06,0.29,0.09,2.69,0.15,0.0,0.0,2.69,0.15,0.0469,0.005930483271375465,0,1,1
WASP-140,0.9,0.04,0.12,0.1,2.44,0.07,0.0,0.0,2.44,0.07,0.0323,0.0023532786885245905,0,1,1
WASP-138,1.22,0.08,-0.09,0.1,1.22,0.08,0.0,0.0,1.22,0.08,0.0494,0.007178688524590164,0,1,1
WASP-137,1.216,0.066,0.48700000000000004,0.051,0.6809999999999999,0.054000000000000006,0.0,0.0,0.6809999999999999,0.054000000000000006,0.0519,0.01003083700440529,0,1,1
WASP-135,0.98,0.06,0.02,0.13,1.9,0.08,0.0,0.0,1.9,0.08,0.0243,0.0025463157894736843,0,1,1
WASP-134,1.131,0.045,0.4,0.07,1.412,0.075,0.0,0.0,1.412,0.075,0.0956,0.012655807365439092,0,1,1
WASP-133,1.16,0.08,0.29,0.12,1.16,0.09,0.0,0.0,1.16,0.09,0.0345,0.00605344827586207,0,1,1
WASP-132,0.8,0.04,0.22,0.13,0.41,0.03,0.0,0.0,0.41,0.03,0.067,0.010804878048780487,0,1,1
WASP-131,1.06,0.06,0.18,0.08,0.27,0.02,0.0,0.0,0.27,0.02,0.0607,0.009892592592592592,0,1,1
WASP-130,1.04,0.04,0.26,0.1,1.23,0.04,0.0,0.0,1.23,0.04,0.1012,0.00798211382113821,0,1,1
WASP-129,1.0,0.03,0.15,0.09,1.0,0.1,0.0,0.0,1.0,0.1,0.0628,0.01326,0,1,1
WASP-128,1.155,0.039,0.01,0.12,37.19,0.85,0.0,0.0,37.19,0.85,0.0359,0.002041032535627857,0,1,1
WASP-123,1.207,0.08900000000000001,0.18,0.08,0.92,0.05,0.0,0.0,0.92,0.05,0.0431,0.005784782608695652,0,1,1
WASP-108,1.167,0.092,0.05,0.11,1.167,0.091,0.0,0.0,1.167,0.091,0.0397,0.007191431019708653,0,1,1
WASP-122,1.4,0.1,0.32,0.09,1.401,0.075,0.0,0.0,1.401,0.075,0.03107,0.004116552462526767,0,1,1
WASP-121,1.3530000000000002,0.079,0.13,0.09,1.1840000000000002,0.064,0.0,0.0,1.1840000000000002,0.064,0.02544,0.0032502702702702706,0,1,1
WASP-120,1.45,0.11,-0.05,0.07,5.06,0.27,0.0,0.0,5.06,0.27,0.052199999999999996,0.006870750988142293,0,1,1
WASP-12,1.4340000000000002,0.09,0.3,0.1,1.47,0.069,0.0,0.0,1.47,0.069,0.02344,0.0027604897959183673,0,1,1
WASP-119,1.02,0.06,0.14,0.1,1.23,0.08,0.0,0.0,1.23,0.08,0.0363,0.005421951219512195,0,1,1
WASP-118,1.32,0.035,0.16,0.11,0.514,0.02,0.0,0.0,0.514,0.02,0.054529999999999995,0.004723579766536964,0,1,1
WASP-117,1.126,0.29,-0.11,0.14,0.2755,0.009000000000000001,0.0,0.0,0.2755,0.009000000000000001,0.09459,0.00702010889292196,0,1,1
WASP-114,1.2890000000000001,0.053,0.14,0.07,1.7690000000000001,0.064,0.0,0.0,1.7690000000000001,0.064,0.02851,0.002452905596382137,0,1,1
WASP-113,1.318,0.069,0.1,0.09,0.475,0.054000000000000006,0.0,0.0,0.475,0.054000000000000006,0.05885,0.01348063157894737,0,1,1
WASP-112,0.807,0.073,-0.64,0.15,0.88,0.12,0.0,0.0,0.88,0.12,0.0382,0.011518181818181816,0,1,1
WASP-111,1.5,0.11,0.08,0.08,1.85,0.16,0.0,0.0,1.85,0.16,0.03914,0.007750162162162162,0,1,1
WASP-110,0.892,0.07200000000000001,-0.06,0.1,0.515,0.064,0.0,0.0,0.515,0.064,0.0457,0.012558446601941746,0,1,1
WASP-109,1.203,0.09,-0.22,0.08,0.91,0.13,0.0,0.0,0.91,0.13,0.0463,0.01432857142857143,0,1,1
WASP-104,1.02,0.09,0.32,0.09,1.272,0.047,0.0,0.0,1.272,0.047,0.029180000000000005,0.0026063836477987425,0,1,1
Kepler-105,0.96,0.05,-0.19,0.1,0.016,0.0129,5.08,4.09575,0.0,0.0,0.066,0.10942500000000001,1,0,1
Kepler-35 (AB),1.6971,0.006999999999999999,-0.34,0.2,0.1268,0.0201,0.0,0.0,0.1268,0.0201,0.60347,0.19235093059936906,0,1,1
HAT-P-60,1.435,0.012,0.037000000000000005,0.037000000000000005,0.574,0.038,0.0,0.0,0.574,0.038,0.06277,0.008481010452961674,0,1,1
HAT-P-54,0.645,0.02,-0.127,0.08,0.76,0.032,0.0,0.0,0.76,0.032,0.04116999999999999,0.0038969473684210515,0,1,1
HAT-P-55,1.013,0.037000000000000005,-0.03,0.08,0.5820000000000001,0.055999999999999994,0.0,0.0,0.5820000000000001,0.055999999999999994,0.04604,0.009419931271477661,0,1,1
HAT-P-57,1.47,0.12,-0.25,0.25,1.85,1.85,0.0,0.0,1.85,1.85,0.0406,0.08229999999999998,0,1,1
HAT-P-58,1.031,0.027999999999999997,0.12,0.08,0.37200000000000005,0.03,0.0,0.0,0.37200000000000005,0.03,0.04994,0.008494838709677419,0,1,1
HAT-P-59,1.0,0.022000000000000002,0.217,0.049,1.54,0.067,0.0,0.0,1.54,0.067,0.05064,0.004776337662337662,0,1,1
HAT-P-6,1.29,0.06,-0.13,0.08,1.057,0.11900000000000001,0.0,0.0,1.057,0.11900000000000001,0.05235,0.012657417218543047,0,1,1
HAT-P-61,1.004,0.033,0.19399999999999998,0.06,1.057,0.07,0.0,0.0,1.057,0.07,0.0301,0.004326754966887418,0,1,1
HAT-P-51,0.976,0.027999999999999997,0.27,0.08,0.309,0.018000000000000002,0.0,0.0,0.309,0.018000000000000002,0.05069,0.006395631067961166,0,1,1
HAT-P-62,1.023,0.02,0.414,0.09,0.7609999999999999,0.08800000000000001,0.0,0.0,0.7609999999999999,0.08800000000000001,0.03772,0.008963679369250986,0,1,1
HAT-P-63,0.925,0.023,0.251,0.061,0.614,0.024,0.0,0.0,0.614,0.024,0.04294,0.003706872964169381,0,1,1
HAT-P-64,1.298,0.021,-0.113,0.055999999999999994,0.58,0.13,0.0,0.0,0.58,0.13,0.05387,0.024448620689655174,0,1,1
HAT-P-65,1.212,0.05,0.1,0.08,0.527,0.083,0.0,0.0,0.527,0.083,0.03951,0.012985275142314992,0,1,1
HAT-P-66,1.255,0.0054,0.035,0.08,0.7829999999999999,0.057,0.0,0.0,0.7829999999999999,0.057,0.04363,0.0069922605363984675,0,1,1
HAT-P-67,1.642,0.07200000000000001,-0.08,0.04,0.34,0.19,0.0,0.0,0.34,0.19,0.06505,0.07349294117647058,0,1,1
HAT-P-52,0.887,0.027000000000000003,0.28,0.08,0.8190000000000001,0.03,0.0,0.0,0.8190000000000001,0.03,0.03694,0.0030862271062271057,0,1,1
HAT-P-50,1.273,0.049,-0.18,0.08,1.36,0.075,0.0,0.0,1.36,0.075,0.0453,0.006396323529411764,0,1,1
HAT-P-69,1.6980000000000002,0.025,-0.061,0.07,3.58,0.58,0.0,0.0,3.58,0.58,0.06555,0.02158966480446927,0,1,1
HAT-P-4,1.26,0.14,0.2,0.08,0.68,0.04,0.0,0.0,0.68,0.04,0.0446,0.006447058823529412,0,1,1
HAT-P-34,1.36,0.01,0.08,0.05,3.3280000000000003,0.21100000000000002,0.0,0.0,3.3280000000000003,0.21100000000000002,0.0677,0.009384555288461539,0,1,1
HAT-P-35,1.236,0.048,0.11,0.08,1.054,0.033,0.0,0.0,1.054,0.033,0.0498,0.0037184060721062624,0,1,1
HAT-P-36,1.022,0.049,0.26,0.08,1.8319999999999999,0.099,0.0,0.0,1.8319999999999999,0.099,0.0238,0.0029722707423580795,0,1,1
HAT-P-37,0.929,0.043,0.03,0.1,1.169,0.10300000000000001,0.0,0.0,1.169,0.10300000000000001,0.0379,0.007278699743370403,0,1,1
HAT-P-38,0.8859999999999999,0.044000000000000004,0.06,0.1,0.267,0.02,0.0,0.0,0.267,0.02,0.0523,0.008735205992509362,0,1,1
HAT-P-39,1.4040000000000001,0.051,0.19,0.1,0.599,0.099,0.0,0.0,0.599,0.099,0.0509,0.017425041736227043,0,1,1
HAT-P-40,1.5119999999999998,0.109,0.22,0.1,0.615,0.038,0.0,0.0,0.615,0.038,0.06080000000000001,0.009013495934959351,0,1,1
HAT-P-5,1.163,0.065,0.24,0.15,1.06,0.11,0.0,0.0,1.06,0.11,0.04079,0.009225849056603773,0,1,1
HAT-P-41,1.28,0.09,0.13,0.05,0.8,0.102,0.0,0.0,0.8,0.102,0.0426,0.011362999999999998,0,1,1
HAT-P-42,1.179,0.067,0.27,0.08,0.975,0.126,0.0,0.0,0.975,0.126,0.0575,0.015961538461538465,0,1,1
HAT-P-43,1.048,0.042,0.23,0.08,0.66,0.083,0.0,0.0,0.66,0.083,0.0443,0.01174212121212121,0,1,1
HAT-P-45,1.2590000000000001,0.057999999999999996,0.07,0.1,0.892,0.099,0.0,0.0,0.892,0.099,0.0452,0.010733183856502241,0,1,1
HAT-P-48,1.099,0.040999999999999995,0.02,0.08,0.168,0.024,0.0,0.0,0.168,0.024,0.0543,0.016214285714285712,0,1,1
HAT-P-49,1.5430000000000001,0.051,0.07400000000000001,0.08,1.73,0.205,0.0,0.0,1.73,0.205,0.0438,0.010880346820809248,0,1,1
HAT-P-68,0.6785,0.0079,-0.06,0.036000000000000004,0.7240000000000001,0.043,0.0,0.0,0.7240000000000001,0.043,0.029960000000000004,0.0036787845303867398,0,1,1
HAT-P-70,1.89,0.013000000000000001,-0.059000000000000004,0.08800000000000001,6.78,6.77,0.0,0.0,6.78,6.77,0.047389999999999995,0.09570020648967549,0,1,1
Kepler-34 (AB),2.0687,0.0033,-0.07,0.15,0.22,0.011000000000000001,0.0,0.0,0.22,0.011000000000000001,1.0896,0.10985999999999999,0,1,1
HATS-34,0.955,0.031,0.25,0.07,0.941,0.07200000000000001,0.0,0.0,0.941,0.07200000000000001,0.03166,0.005184888416578109,0,1,1
HATS-28,0.929,0.036000000000000004,0.01,0.06,0.672,0.087,0.0,0.0,0.672,0.087,0.04131,0.011226339285714284,0,1,1
HATS-29,1.032,0.049,0.16,0.08,0.653,0.063,0.0,0.0,0.653,0.063,0.05474999999999999,0.011444318529862172,0,1,1
HATS-3,1.209,0.036000000000000004,-0.157,0.07,1.071,0.136,0.0,0.0,1.071,0.136,0.0485,0.01291746031746032,0,1,1
HATS-30,1.093,0.031,0.06,0.05,0.706,0.039,0.0,0.0,0.706,0.039,0.043539999999999995,0.005230368271954674,0,1,1
